이름,연도,dWAR,타석,홈런,타율,출루,장타,war,연봉
추재현,22  RF,-0.19,66,0,0.224,0.318,0.293,-0.23,6400
박준태,22  RF,-0.07,84,1,0.157,0.289,0.257,-0.23,5000
문상철,22  DH,-0.27,52,2,0.224,0.269,0.408,-0.24,6600
윤형준,22  1B,0.09,69,1,0.209,0.232,0.269,-0.24,4000
최항,22  DH,-0.02,24,0,0.1,0.208,0.1,-0.26,4000
김규성,22  2B,-0.11,52,1,0.18,0.196,0.28,-0.27,4300
장승현,22  C,0.13,109,0,0.208,0.274,0.24,-0.27,7800
박석민,22  3B,-0.22,58,0,0.149,0.298,0.191,-0.28,70000
이해창,22  C,-0.06,11,0,0.0,0.0,0.0,-0.28,6000
김성윤,22  CF,-0.35,49,1,0.19,0.292,0.333,-0.29,3800
임종찬,22  RF,0.01,57,2,0.189,0.228,0.321,-0.3,3600
김재현,22  3B,-0.29,20,0,0.222,0.222,0.278,-0.3,4000
신본기,22  SS,0.21,138,1,0.182,0.254,0.231,-0.31,11500
조수행,22  LF,-0.48,134,1,0.235,0.295,0.311,-0.31,8500
서예일,22  2B,-0.17,27,0,0.16,0.192,0.2,-0.32,3300
강백호,21  1B,-0.41,627,16,0.347,0.45,0.521,7.26,31000
최정,21  3B,0.5,555,35,0.278,0.41,0.562,7.04,120000
이정후,21  RF,0.0,544,7,0.36,0.438,0.522,6.75,55000
홍창기,21  CF,-0.56,651,4,0.328,0.456,0.408,6.75,10000
알테어,21  CF,0.71,565,32,0.272,0.358,0.514,5.81,110000
구자욱,21  RF,0.36,610,22,0.306,0.361,0.519,5.56,36000
양의지,21  C,-1.25,570,30,0.325,0.414,0.581,5.51,150000
박건우,21  RF,-0.79,525,6,0.325,0.4,0.441,4.95,48000
최재훈,21  C,1.31,467,7,0.275,0.405,0.387,4.84,26000
김재환,21  LF,-1.44,566,27,0.274,0.382,0.501,4.77,76000
정은원,21  2B,-0.25,608,6,0.283,0.407,0.384,4.46,12000
오지환,21  SS,2.71,532,8,0.254,0.335,0.356,4.45,60000
마차도,21  SS,1.99,539,5,0.279,0.359,0.361,4.24,50000
노시환,21  3B,0.46,458,18,0.271,0.386,0.466,4.21,6000
박해민,21  CF,0.98,542,5,0.291,0.383,0.377,4.19,38000
추신수,21  RF,-1.34,580,21,0.265,0.409,0.451,3.99,270000
이용규,21  CF,0.21,547,1,0.296,0.392,0.373,3.98,10000
김현수,21  LF,-0.88,595,17,0.285,0.376,0.435,3.91,3500
강민호,21  C,0.69,462,18,0.291,0.361,0.478,3.91,50000
한유섬,21  RF,-0.49,519,31,0.278,0.373,0.534,3.88,18000
전준우,21  LF,-1.43,619,7,0.348,0.405,0.469,3.84,50000
김혜성,21  2B,0.3,635,3,0.304,0.372,0.367,3.83,17000
최원준,21  CF,-0.34,668,4,0.295,0.37,0.372,3.6,13000
심우준,21  SS,1.92,460,6,0.268,0.323,0.371,3.54,15500
김인태,21  LF,1.14,418,8,0.259,0.373,0.378,3.42,6500
나성범,21  DH,-0.78,623,33,0.281,0.335,0.509,3.41,78000
하주석,21  SS,0.46,594,10,0.272,0.346,0.392,3.17,13500
박동원,21  C,-0.14,481,22,0.249,0.342,0.46,3.14,23000
정훈,21  1B,-0.64,561,14,0.292,0.38,0.438,3.11,10000
피렐라,21  LF,-1.34,621,29,0.286,0.359,0.495,3.1,50000
페르난데스,21  1B,-2.39,617,15,0.315,0.391,0.443,3.09,60000
노진혁,21  SS,0.54,384,8,0.288,0.374,0.427,3.09,23000
배정대,21  CF,0.53,595,12,0.259,0.353,0.378,3.07,14000
서건창,21  2B,1.08,600,6,0.253,0.35,0.343,3.06,22500
안치홍,21  2B,-0.73,490,10,0.306,0.379,0.458,2.94,29000
황재균,21  3B,0.4,507,10,0.291,0.358,0.402,2.93,80000
오재일,21  1B,-0.19,484,25,0.285,0.366,0.512,2.88,60000
한동희,21  3B,-0.23,496,17,0.267,0.364,0.443,2.87,11000
최지훈,21  RF,0.95,534,5,0.262,0.342,0.362,2.84,8000
강승호,21  SS,1.65,340,7,0.239,0.301,0.375,2.81,5000
김태연,21  3B,0.44,220,3,0.301,0.418,0.42,2.75,3200
박계범,21  SS,0.55,385,5,0.267,0.368,0.357,2.75,7000
손아섭,21  RF,-1.15,610,3,0.319,0.39,0.397,2.73,50000
채은성,21  RF,-0.9,448,16,0.276,0.359,0.452,2.71,30000
김민성,21  3B,1.34,426,8,0.222,0.313,0.35,2.71,40000
김선빈,21  2B,-0.73,564,5,0.307,0.375,0.401,2.7,45000
장성우,21  C,1.08,460,14,0.231,0.337,0.374,2.56,21000
최주환,21  2B,0.23,470,18,0.256,0.353,0.429,2.52,65000
유강남,21  C,0.51,441,11,0.252,0.317,0.375,2.43,30000
양석환,21  3B,-1.83,546,28,0.273,0.337,0.49,2.38,21000
김웅빈,21  1B,0.63,279,6,0.241,0.357,0.384,2.27,5600
김성현,21  SS,0.26,274,6,0.283,0.356,0.422,2.01,25000
류지혁,21  SS,0.35,327,2,0.278,0.385,0.33,2.01,10000
박민우,21  2B,1.03,215,1,0.261,0.36,0.339,1.96,63000
김태군,21  C,1.6,276,7,0.22,0.311,0.341,1.9,20000
오윤석,21  2B,0.7,198,4,0.244,0.358,0.384,1.87,6000
박찬호,21  SS,0.98,483,1,0.246,0.331,0.313,1.87,10000
안중열,21  C,1.13,157,3,0.232,0.37,0.344,1.86,4700
송성문,21  3B,1.06,274,6,0.249,0.32,0.371,1.83,6000
유한준,21  RF,-1.04,337,5,0.309,0.409,0.418,1.7,50000
김민식,21  C,1.18,301,3,0.22,0.336,0.288,1.66,8500
최형우,21  DH,-0.92,446,12,0.233,0.354,0.375,1.51,90000
로맥,21  1B,-0.77,421,20,0.225,0.34,0.425,1.46,90000
호잉,21  RF,0.66,294,11,0.239,0.313,0.417,1.43,30000
정수빈,21  CF,0.01,351,3,0.259,0.326,0.374,1.43,60000
김강민,21  CF,0.36,260,8,0.238,0.327,0.404,1.39,20000
권희동,21  RF,-0.29,171,8,0.263,0.406,0.466,1.39,17000
이재원,21  C,0.32,313,3,0.28,0.358,0.362,1.38,130000
지시완,21  C,0.74,187,7,0.241,0.319,0.422,1.36,3500
김민혁,21  LF,-0.11,199,1,0.32,0.397,0.395,1.35,3400
조수행,21  CF,0.35,104,1,0.286,0.417,0.369,1.33,7500
최정원,21  2B,0.82,238,0,0.283,0.35,0.321,1.27,3300
한승택,21  C,1.06,239,3,0.217,0.321,0.296,1.25,8500
김지찬,21  2B,0.62,336,1,0.274,0.331,0.304,1.23,7000
박석민,21  3B,-0.06,205,10,0.257,0.361,0.48,1.23,70000
송민섭,21  LF,0.77,65,0,0.229,0.383,0.229,1.2,5700
추재현,21  RF,0.16,300,5,0.252,0.336,0.366,1.18,3400
이지영,21  C,0.64,258,0,0.275,0.328,0.305,1.18,30000
김헌곤,21  LF,-0.61,364,4,0.281,0.355,0.356,1.08,16000
박승규,21  CF,0.71,78,3,0.182,0.299,0.333,1.03,5700
박병호,21  1B,-0.83,477,20,0.227,0.323,0.43,1.02,150000
김주원,21  2B,0.57,189,5,0.241,0.316,0.386,1.01,3000
이원석,21  3B,-0.42,480,9,0.231,0.341,0.346,1.01,30000
오태곤,21  LF,-0.03,253,9,0.268,0.313,0.426,0.99,9500
장운호,21  CF,0.85,338,0,0.235,0.332,0.27,0.92,3500
김준태,21  C,0.84,149,4,0.195,0.295,0.328,0.91,6500
이성곤,21  1B,-0.12,208,1,0.264,0.377,0.374,0.9,5400
최인호,21  LF,0.49,164,4,0.206,0.329,0.338,0.89,3400
이대호,21  DH,-1.44,465,19,0.286,0.342,0.448,0.88,80000
김호령,21  CF,0.43,154,4,0.208,0.322,0.315,0.86,8500
라모스,21  1B,-0.28,205,8,0.243,0.317,0.422,0.82,60000
변상권,21  CF,1.0,171,0,0.239,0.275,0.321,0.77,3500
이명기,21  LF,-0.99,232,2,0.293,0.41,0.387,0.76,27000
이재원,21  RF,0.34,171,5,0.247,0.316,0.383,0.75,130000
페레즈,21  2B,-0.14,252,5,0.268,0.321,0.411,0.72,30000
전병우,21  3B,0.22,261,6,0.187,0.319,0.308,0.71,6000
김용의,21  1B,0.49,41,0,0.148,0.351,0.222,0.67,10000
김병희,21  3B,-0.4,70,5,0.288,0.456,0.635,0.66,3500
이창진,21  CF,0.68,293,3,0.209,0.308,0.285,0.66,7000
정주현,21  2B,0.2,214,3,0.238,0.327,0.337,0.65,14000
힐리,21  1B,-0.15,268,7,0.257,0.306,0.394,0.63,50000
이형종,21  RF,-0.88,281,10,0.218,0.332,0.389,0.62,18000
박세혁,21  C,0.6,270,0,0.219,0.296,0.27,0.61,26000
신본기,21  SS,0.47,206,1,0.236,0.333,0.299,0.61,9200
김민하,21  LF,0.62,142,1,0.209,0.345,0.287,0.59,4500
허도환,21  C,0.2,125,2,0.276,0.339,0.39,0.55,7500
김찬형,21  SS,-0.27,161,2,0.227,0.329,0.326,0.55,5800
박준영,21  SS,0.13,315,8,0.209,0.301,0.337,0.54,3200
김재호,21  SS,0.54,251,1,0.209,0.306,0.261,0.52,60000
김태진,21  3B,-0.05,414,1,0.276,0.314,0.341,0.5,8500
장승현,21  C,0.01,211,2,0.232,0.332,0.322,0.5,3800
이우성,21  LF,0.28,100,0,0.2,0.303,0.259,0.49,4100
박경수,21  2B,0.21,280,9,0.192,0.301,0.347,0.48,40000
안권수,21  LF,0.28,47,0,0.238,0.289,0.286,0.42,3500
최용제,21  C,0.19,119,0,0.279,0.356,0.308,0.39,3800
김재유,21  CF,-0.26,192,1,0.287,0.34,0.351,0.39,4200
터커,21  RF,-1.12,539,9,0.237,0.334,0.35,0.35,70000
김민수,21  3B,0.01,224,3,0.241,0.312,0.352,0.32,4700
허정협,21  LF,0.44,52,0,0.156,0.269,0.156,0.32,7000
이진영,21  RF,0.14,47,2,0.2,0.319,0.45,0.29,3600
김상수,21  2B,-0.26,496,3,0.235,0.32,0.301,0.28,25000
박지훈,21  2B,0.21,14,0,0.333,0.429,0.417,0.26,3100
김민수,21  C,0.04,87,3,0.263,0.318,0.447,0.24,4700
권민석,21  3B,0.15,15,0,0.214,0.267,0.357,0.22,3500
최정민,21  2B,0.05,19,0,0.333,0.474,0.333,0.19,3500
노수광,21  LF,-0.07,180,3,0.231,0.309,0.331,0.17,17300
이흥련,21  C,-0.06,146,3,0.236,0.326,0.331,0.16,7000
최항,21  2B,0.01,79,0,0.275,0.346,0.333,0.16,7500
최영진,21  3B,-0.19,63,1,0.281,0.349,0.421,0.16,7500
문상철,21  1B,0.11,106,2,0.219,0.292,0.344,0.11,6000
박정음,21  CF,0.36,18,0,0.0,0.167,0.0,0.11,4300
김준완,21  RF,0.07,14,0,0.167,0.286,0.333,0.11,6000
한석현,21  LF,-0.13,26,0,0.286,0.385,0.476,0.09,3200
정진호,21  RF,0.38,167,0,0.228,0.301,0.29,0.08,12000
백동훈,21  RF,0.15,3,0,0.0,0.0,0.0,0.08,3600
전민수,21  RF,-0.23,109,3,0.255,0.33,0.378,0.07,5000
강경학,21  SS,0.27,39,0,0.152,0.282,0.152,0.06,8700
이명기,21  2B,0.06,8,0,0.167,0.375,0.167,0.06,27000
이병규,21  1B,-0.11,43,0,0.235,0.395,0.235,0.05,5500
최정용,21  2B,0.36,65,0,0.192,0.306,0.212,0.04,3800
오태양,21  SS,0.06,1,0,0.0,0.0,0.0,0.04,3000
유민상,21  1B,-0.26,74,1,0.233,0.378,0.317,0.04,10500
송준석,21  RF,-0.03,55,2,0.235,0.291,0.392,0.03,5000
서예일,21  SS,0.05,1,0,0.0,0.0,0.0,0.02,3500
알몬테,21  LF,-0.85,250,7,0.271,0.336,0.404,0.01,52500
이재율,21  CF,0.14,17,0,0.2,0.294,0.333,0.01,3100
천성호,21  2B,-0.08,47,0,0.286,0.362,0.31,0.0,4000
지석훈,21  3B,0.09,43,0,0.147,0.302,0.176,0.0,10000
강민국,21  2B,0.08,50,0,0.244,0.292,0.289,0.0,5500
권정웅,21  C,0.01,1,0,0.0,0.0,0.0,-0.01,4000
박상언,21  C,0.0,1,0,0.0,0.0,0.0,-0.02,3200
서진용,21  P,0.0,1,0,0.0,0.0,0.0,-0.02,17000
오장한,21  RF,0.01,1,0,0.0,0.0,0.0,-0.02,3000
정범모,21  C,-0.13,23,1,0.211,0.318,0.421,-0.02,5000
오준혁,21  LF,-0.14,50,2,0.217,0.28,0.391,-0.03,3000
유서준,21  SS,0.03,2,0,0.0,0.0,0.0,-0.03,3100
장준원,21  3B,0.02,3,0,0.0,0.0,0.0,-0.03,4500
이상호,21  2B,-0.08,68,0,0.308,0.318,0.338,-0.03,9000
김호재,21  3B,0.11,90,0,0.227,0.322,0.253,-0.04,6000
김응민,21  C,0.0,2,0,0.0,0.0,0.0,-0.05,4900
이성열,21  RF,-0.13,140,2,0.21,0.314,0.328,-0.07,40000
김민혁,21  1B,0.02,8,0,0.0,0.25,0.0,-0.07,3400
구본혁,21  3B,0.25,45,0,0.132,0.205,0.184,-0.08,6300
고명준,21  2B,-0.02,5,0,0.0,0.0,0.0,-0.08,3000
신민재,21  CF,0.04,27,0,0.13,0.259,0.13,-0.08,5500
김규성,21  2B,0.35,41,0,0.139,0.244,0.167,-0.08,4500
황경태,21  SS,-0.06,1,0,0.0,0.0,0.0,-0.08,3100
홍현빈,21  LF,0.23,12,0,0.182,0.182,0.182,-0.09,3400
백승민,21  1B,-0.01,3,0,0.0,0.0,0.0,-0.09,4700
강로한,21  CF,0.01,35,2,0.121,0.171,0.303,-0.1,3700
모창민,21  1B,0.03,6,0,0.0,0.167,0.0,-0.11,30000
박준태,21  CF,-0.29,58,0,0.196,0.362,0.261,-0.11,11000
김주형,21  2B,-0.47,70,0,0.18,0.388,0.24,-0.11,3700
김도환,21  C,0.17,46,0,0.146,0.222,0.195,-0.13,5200
김민수,21  1B,0.08,7,0,0.0,0.0,0.0,-0.13,4700
정보근,21  C,-0.08,20,0,0.278,0.35,0.278,-0.14,3700
국해성,21  RF,0.02,8,0,0.125,0.125,0.125,-0.14,5000
박주홍,21  LF,0.25,56,0,0.106,0.25,0.149,-0.15,3300
김주성,21  2B,-0.31,7,1,0.167,0.286,0.667,-0.16,3100
박정현,21  SS,0.32,120,0,0.196,0.256,0.234,-0.18,3400
윤형준,21  1B,-0.4,81,5,0.297,0.321,0.5,-0.18,3000
박승욱,21  2B,-0.24,6,0,0.333,0.333,0.5,-0.2,8000
김호은,21  1B,0.05,9,0,0.0,0.0,0.0,-0.2,5000
크레익,21  LF,-0.82,247,6,0.248,0.32,0.383,-0.21,37100
이성우,21  C,0.05,39,0,0.212,0.235,0.212,-0.21,8000
손호영,21  3B,-0.14,12,0,0.1,0.25,0.1,-0.22,3700
김재현,21  C,-0.12,51,0,0.217,0.265,0.37,-0.25,5000
오명진,21  SS,-0.19,3,0,0.0,0.0,0.0,-0.25,3100
나주환,21  3B,0.15,32,0,0.161,0.156,0.161,-0.26,10000
강태율,21  C,0.08,31,1,0.077,0.194,0.231,-0.26,3200
신준우,21  2B,0.0,51,0,0.167,0.28,0.238,-0.27,3000
오재원,21  2B,0.17,79,0,0.167,0.228,0.208,-0.28,30000
이해창,21  C,0.07,60,0,0.167,0.193,0.222,-0.3,6000
신성현,21  1B,-0.2,15,0,0.182,0.4,0.182,-0.31,4300
황윤호,21  3B,-0.23,19,0,0.176,0.263,0.176,-0.33,4500
조한민,21  SS,-0.33,145,5,0.197,0.278,0.394,-0.33,3400
도태훈,21  3B,-0.26,76,1,0.182,0.289,0.242,-0.35,3200
로하스,20  RF,0.24,628,47,0.349,0.417,0.68,9.4,80000
김하성,20  SS,0.82,622,30,0.306,0.397,0.523,8.1,55000
오지환,20  SS,3.54,591,10,0.3,0.362,0.461,7.41,60000
이정후,20  LF,1.13,617,15,0.333,0.397,0.524,7.24,39000
양의지,20  C,1.26,528,33,0.328,0.4,0.603,6.63,200000
최형우,20  DH,-0.98,600,28,0.354,0.433,0.59,6.59,150000
박민우,20  2B,1.82,530,8,0.345,0.402,0.475,5.99,52000
강백호,20  1B,-0.2,574,23,0.33,0.411,0.544,5.81,21000
황재균,20  3B,0.92,600,21,0.312,0.37,0.512,5.7,120000
손아섭,20  RF,-0.29,611,11,0.352,0.415,0.493,5.49,200000
박해민,20  CF,3.48,541,11,0.29,0.345,0.415,5.48,30000
최정,20  3B,0.34,553,33,0.27,0.392,0.538,5.33,120000
최주환,20  2B,0.68,574,16,0.306,0.366,0.473,5.3,27000
나성범,20  DH,-0.6,584,34,0.324,0.39,0.596,5.21,50000
홍창기,20  RF,1.03,507,5,0.279,0.411,0.417,5.1,3800
로맥,20  1B,-0.65,586,32,0.282,0.399,0.546,5.01,90000
김현수,20  LF,-1.31,619,22,0.331,0.397,0.523,4.97,3000
페르난데스,20  DH,-1.45,668,21,0.34,0.404,0.497,4.96,40000
배정대,20  CF,1.18,615,13,0.289,0.372,0.42,4.87,4800
라모스,20  1B,-0.81,494,38,0.278,0.362,0.592,4.81,30000
노진혁,20  SS,1.76,484,20,0.274,0.356,0.48,4.59,14000
마차도,20  SS,1.43,560,12,0.28,0.356,0.422,4.53,30000
박건우,20  RF,-0.34,551,14,0.304,0.369,0.472,4.21,45000
허경민,20  3B,1.11,487,7,0.332,0.382,0.442,4.21,48000
구자욱,20  RF,0.15,510,15,0.307,0.385,0.478,3.96,28000
장성우,20  C,2.03,455,13,0.278,0.337,0.413,3.65,13500
김재환,20  LF,-1.76,614,30,0.266,0.373,0.494,3.58,65000
최재훈,20  C,1.22,389,3,0.301,0.383,0.383,3.52,20000
터커,20  RF,-2.51,631,32,0.306,0.398,0.557,3.46,55000
김혜성,20  2B,1.21,553,7,0.285,0.345,0.399,3.41,10000
서건창,20  2B,-0.01,595,5,0.277,0.39,0.386,3.4,35000
정수빈,20  CF,0.26,559,5,0.298,0.368,0.396,3.35,34000
전준우,20  LF,-0.34,628,26,0.279,0.347,0.482,3.27,50000
알테어,20  CF,-1.05,546,31,0.278,0.352,0.541,3.22,80000
강민호,20  C,0.94,393,19,0.287,0.349,0.487,3.11,125000
박석민,20  3B,-1.11,448,14,0.306,0.436,0.466,3.1,70000
김상수,20  2B,-0.13,471,5,0.304,0.397,0.401,3.06,25000
이형종,20  LF,-0.11,323,17,0.296,0.368,0.547,2.98,20000
박경수,20  2B,0.39,391,13,0.281,0.381,0.454,2.9,40000
권희동,20  RF,0.3,426,12,0.26,0.379,0.41,2.75,13500
오재일,20  1B,-1.59,534,16,0.312,0.39,0.482,2.75,47000
한동희,20  3B,0.31,531,17,0.278,0.361,0.436,2.74,4700
조용호,20  LF,0.01,482,0,0.296,0.392,0.333,2.68,7000
이명기,20  LF,-0.29,540,2,0.306,0.374,0.369,2.58,24000
김선빈,20  2B,-0.09,351,1,0.33,0.406,0.403,2.43,45000
박병호,20  1B,-0.35,383,21,0.223,0.352,0.45,2.42,200000
정훈,20  1B,-0.87,476,11,0.295,0.382,0.427,2.29,6400
김준태,20  C,1.48,369,5,0.225,0.344,0.327,2.18,3800
박준태,20  RF,-0.21,443,5,0.245,0.389,0.331,2.16,4500
김재호,20  SS,0.12,458,2,0.289,0.362,0.346,2.14,65000
정진호,20  RF,1.03,326,2,0.277,0.348,0.355,2.12,11300
박세혁,20  C,0.59,423,4,0.269,0.348,0.364,2.07,23200
박동원,20  C,0.14,372,12,0.25,0.338,0.426,2.03,22500
반즈,20  RF,0.34,319,9,0.265,0.342,0.428,2.01,5000
나지완,20  LF,-1.84,556,17,0.291,0.392,0.444,2.01,60000
채은성,20  RF,-0.84,464,15,0.293,0.351,0.452,1.99,32000
이대호,20  DH,-1.16,611,20,0.292,0.354,0.452,1.89,250000
김강민,20  CF,0.6,327,12,0.253,0.323,0.422,1.87,35000
김성현,20  SS,1.08,392,2,0.271,0.336,0.321,1.85,21000
김동엽,20  LF,-0.95,451,20,0.312,0.36,0.508,1.85,13500
강진성,20  1B,-0.45,432,12,0.309,0.351,0.463,1.78,3800
강경학,20  SS,0.67,238,4,0.228,0.352,0.337,1.55,7800
이학주,20  SS,1.38,243,4,0.228,0.314,0.34,1.45,9000
유강남,20  C,-0.58,478,16,0.261,0.33,0.415,1.37,23000
이지영,20  C,0.44,289,0,0.309,0.364,0.363,1.28,30000
김호재,20  2B,0.11,138,1,0.322,0.416,0.39,1.25,4000
김태군,20  C,0.86,131,1,0.292,0.347,0.372,1.25,20000
최항,20  2B,0.78,155,2,0.265,0.368,0.333,1.23,7500
한승택,20  C,0.75,262,9,0.226,0.308,0.372,1.1,8000
유한준,20  RF,-0.68,428,11,0.28,0.347,0.409,1.09,50000
최원준,20  CF,-1.94,412,2,0.326,0.387,0.421,1.08,7000
정은원,20  2B,0.44,303,3,0.248,0.362,0.335,1.07,12000
살라디노,20  3B,-0.79,163,6,0.28,0.411,0.477,1.05,70000
오윤석,20  2B,-0.23,197,4,0.298,0.388,0.423,1.02,4000
전병우,20  3B,0.71,402,8,0.237,0.31,0.357,1.01,2900
허정협,20  LF,-0.43,360,10,0.268,0.353,0.401,1.01,3500
김민식,20  C,0.93,238,2,0.251,0.31,0.318,0.91,8800
김민하,20  LF,0.51,85,1,0.284,0.369,0.405,0.89,4500
이병규,20  1B,-0.37,194,9,0.274,0.381,0.463,0.85,5000
김재유,20  CF,0.31,133,1,0.259,0.344,0.293,0.79,2900
이용규,20  CF,-1.49,487,1,0.286,0.381,0.337,0.72,40000
지석훈,20  3B,0.78,142,1,0.207,0.3,0.298,0.72,12500
한동민,20  RF,-0.79,231,15,0.249,0.364,0.508,0.72,25000
안치홍,20  2B,-0.91,460,8,0.286,0.351,0.413,0.71,29000
송민섭,20  LF,0.51,51,1,0.195,0.292,0.341,0.7,4700
이유찬,20  2B,0.09,108,0,0.258,0.368,0.303,0.67,3200
박용택,20  DH,-0.25,236,2,0.3,0.339,0.396,0.67,80000
노수광,20  LF,0.44,330,1,0.251,0.332,0.316,0.67,21000
채태인,20  1B,-0.41,189,7,0.281,0.392,0.444,0.65,10000
이성곤,20  1B,-0.07,154,5,0.281,0.329,0.439,0.65,3500
강한울,20  SS,-0.06,122,1,0.305,0.368,0.362,0.65,12000
김성욱,20  CF,0.4,225,8,0.221,0.294,0.374,0.63,12000
오태곤,20  LF,-0.03,258,5,0.274,0.331,0.397,0.61,8300
김형준,20  C,0.15,82,3,0.306,0.39,0.444,0.6,5000
정주현,20  2B,0.16,371,4,0.247,0.312,0.338,0.6,12500
심우준,20  SS,1.1,535,3,0.235,0.291,0.3,0.57,13000
러셀,20  SS,0.42,271,2,0.254,0.317,0.336,0.56,54000
황윤호,20  3B,0.58,73,0,0.243,0.274,0.286,0.55,5000
김민성,20  3B,-0.47,333,5,0.266,0.325,0.384,0.54,40000
김용의,20  1B,0.31,75,1,0.271,0.297,0.357,0.47,10500
하주석,20  SS,-0.12,281,2,0.286,0.323,0.351,0.43,14000
류지혁,20  SS,-0.21,51,1,0.381,0.44,0.524,0.41,10500
김인태,20  LF,-0.09,110,1,0.202,0.37,0.298,0.4,5000
모창민,20  1B,-0.18,149,2,0.301,0.34,0.449,0.4,30000
노시환,20  3B,-0.06,387,12,0.22,0.298,0.387,0.39,3300
